"megye","telepules","szavazokor","part","szavazat"
16,119,32,"KTI",0
16,119,32,"SMS",12
16,119,32,"EGYÜTT 2014",0
16,119,32,"A HAZA NEM ELADÓ",1
16,119,32,"Független",0
16,119,32,"JOBBIK",108
16,119,32,"MCP",1
16,119,32,"SZOCIÁLDEMOKRATÁK",4
16,119,32,"NEMZETI ÉRDEKÉRT",0
16,119,32,"FIDESZ-KDNP",261
16,119,32,"EP",0
16,119,32,"FKGP",1
16,119,32,"ÖP",2
16,119,32,"JESZ",1
16,119,33,"ÚDP",0
16,119,33,"ÚMP",0
16,119,33,"MSZP-EGYÜTT-DK-PM-MLP",192
16,119,33,"KALÓZPÁRT",0
16,119,33,"SEM",3
16,119,33,"ZÖLDEK",1
16,119,33,"LMP",19
16,119,33,"KISGAZDAPÁRT-MIÉP",1
16,119,33,"KTI",1
16,119,33,"SMS",8
16,119,33,"EGYÜTT 2014",1
16,119,33,"A HAZA NEM ELADÓ",2
16,119,33,"Független",2
16,119,33,"JOBBIK",95
16,119,33,"MCP",0
16,119,33,"SZOCIÁLDEMOKRATÁK",3
16,119,33,"NEMZETI ÉRDEKÉRT",0
16,119,33,"FIDESZ-KDNP",228
16,119,33,"EP",0
16,119,33,"FKGP",0
16,119,33,"ÖP",5
16,119,33,"JESZ",0
16,119,34,"ÚDP",0
16,119,34,"ÚMP",0
16,119,34,"MSZP-EGYÜTT-DK-PM-MLP",213
16,119,34,"KALÓZPÁRT",3
16,119,34,"SEM",2
16,119,34,"ZÖLDEK",8
16,119,34,"LMP",25
16,119,34,"KISGAZDAPÁRT-MIÉP",1
16,119,34,"KTI",0
16,119,34,"SMS",12
16,119,34,"EGYÜTT 2014",3
16,119,34,"A HAZA NEM ELADÓ",0
16,119,34,"Független",1
16,119,34,"JOBBIK",133
16,119,34,"MCP",0
16,119,34,"SZOCIÁLDEMOKRATÁK",3
16,119,34,"NEMZETI ÉRDEKÉRT",0
16,119,34,"FIDESZ-KDNP",299
16,119,34,"EP",6
16,119,34,"FKGP",1
16,119,34,"ÖP",2
16,119,34,"JESZ",0
16,119,35,"ÚDP",0
16,119,35,"ÚMP",0
16,119,35,"MSZP-EGYÜTT-DK-PM-MLP",104
16,119,35,"KALÓZPÁRT",1
16,119,35,"SEM",1
16,119,35,"ZÖLDEK",1
16,119,35,"LMP",7
16,119,35,"KISGAZDAPÁRT-MIÉP",3
16,119,35,"KTI",0
16,119,35,"SMS",4
16,119,35,"EGYÜTT 2014",2
16,119,35,"A HAZA NEM ELADÓ",3
16,119,35,"Független",0
16,119,35,"JOBBIK",96
16,119,35,"MCP",1
16,119,35,"SZOCIÁLDEMOKRATÁK",0
16,119,35,"NEMZETI ÉRDEKÉRT",2
16,119,35,"FIDESZ-KDNP",130
16,119,35,"EP",0
16,119,35,"FKGP",0
16,119,35,"ÖP",0
16,119,35,"JESZ",0
16,119,36,"ÚDP",0
16,119,36,"ÚMP",0
16,119,36,"MSZP-EGYÜTT-DK-PM-MLP",197
16,119,36,"KALÓZPÁRT",0
16,119,36,"SEM",2
16,119,36,"ZÖLDEK",2
16,119,36,"LMP",10
16,119,36,"KISGAZDAPÁRT-MIÉP",1
16,119,36,"KTI",1
16,119,36,"SMS",9
16,119,36,"EGYÜTT 2014",1
16,119,36,"A HAZA NEM ELADÓ",4
16,119,36,"Független",2
16,119,36,"JOBBIK",112
16,119,36,"MCP",0
16,119,36,"SZOCIÁLDEMOKRATÁK",5
16,119,36,"NEMZETI ÉRDEKÉRT",0
16,119,36,"FIDESZ-KDNP",204
16,119,36,"EP",0
16,119,36,"FKGP",0
16,119,36,"ÖP",6
16,119,36,"JESZ",3
16,119,37,"ÚDP",0
16,119,37,"ÚMP",0
16,119,37,"MSZP-EGYÜTT-DK-PM-MLP",133
16,119,37,"KALÓZPÁRT",1
16,119,37,"SEM",1
16,119,37,"ZÖLDEK",3
16,119,37,"LMP",14
16,119,37,"KISGAZDAPÁRT-MIÉP",0
16,119,37,"KTI",1
16,119,37,"SMS",10
16,119,37,"EGYÜTT 2014",1
16,119,37,"A HAZA NEM ELADÓ",1
16,119,37,"Független",0
16,119,37,"JOBBIK",115
16,119,37,"MCP",0
16,119,37,"SZOCIÁLDEMOKRATÁK",1
16,119,37,"NEMZETI ÉRDEKÉRT",0
16,119,37,"FIDESZ-KDNP",159
16,119,37,"EP",1
16,119,37,"FKGP",0
16,119,37,"ÖP",2
16,119,37,"JESZ",0
16,119,38,"ÚDP",1
16,119,38,"ÚMP",0
16,119,38,"MSZP-EGYÜTT-DK-PM-MLP",161
16,119,38,"KALÓZPÁRT",1
16,119,38,"SEM",1
16,119,38,"ZÖLDEK",0
16,119,38,"LMP",11
16,119,38,"KISGAZDAPÁRT-MIÉP",1
16,119,38,"KTI",0
16,119,38,"SMS",11
16,119,38,"EGYÜTT 2014",1
16,119,38,"A HAZA NEM ELADÓ",0
16,119,38,"Független",2
16,119,38,"JOBBIK",93
16,119,38,"MCP",0
16,119,38,"SZOCIÁLDEMOKRATÁK",1
16,119,38,"NEMZETI ÉRDEKÉRT",1
16,119,38,"FIDESZ-KDNP",194
16,119,38,"EP",0
16,119,38,"FKGP",1
16,119,38,"ÖP",5
16,119,38,"JESZ",1
16,119,39,"JESZ",3
16,119,39,"A HAZA NEM ELADÓ",2
16,119,39,"Független",2
16,119,39,"EU. ROM",0
16,119,39,"JOBBIK",161
16,119,39,"ÖP",3
16,119,39,"SZOCIÁLDEMOKRATÁK",0
16,119,39,"ZÖLDEK",3
16,119,39,"LMP",8
16,119,39,"KTI",1
16,119,39,"KISGAZDAPÁRT-MIÉP",0
16,119,39,"SMS",1
16,119,39,"TBP",1
16,119,39,"Független",1
16,119,39,"MSZP-EGYÜTT-DK-PM-MLP",100
16,119,39,"FIDESZ-KDNP",165
16,119,40,"JESZ",9
16,119,40,"A HAZA NEM ELADÓ",8
16,119,40,"Független",0
16,119,40,"EU. ROM",0
16,119,40,"JOBBIK",177
16,119,40,"ÖP",3
16,119,40,"SZOCIÁLDEMOKRATÁK",1
16,119,40,"ZÖLDEK",4
16,119,40,"LMP",21
16,119,40,"KTI",0
16,119,40,"KISGAZDAPÁRT-MIÉP",1
16,119,40,"SMS",8
16,119,40,"TBP",0
16,119,40,"Független",0
16,119,40,"MSZP-EGYÜTT-DK-PM-MLP",131
16,119,40,"FIDESZ-KDNP",208
16,119,41,"JESZ",6
16,119,41,"A HAZA NEM ELADÓ",7
16,119,41,"Független",2
16,119,41,"EU. ROM",0
16,119,41,"JOBBIK",231
16,119,41,"ÖP",6
16,119,41,"SZOCIÁLDEMOKRATÁK",4
16,119,41,"ZÖLDEK",11
16,119,41,"LMP",43
16,119,41,"KTI",0
16,119,41,"KISGAZDAPÁRT-MIÉP",1
16,119,41,"SMS",13
16,119,41,"TBP",0
16,119,41,"Független",1
16,119,41,"MSZP-EGYÜTT-DK-PM-MLP",204
16,119,41,"FIDESZ-KDNP",234
16,119,42,"JESZ",3
16,119,42,"A HAZA NEM ELADÓ",6
16,119,42,"Független",2
16,119,42,"EU. ROM",0
16,119,42,"JOBBIK",247
16,119,42,"ÖP",7
16,119,42,"SZOCIÁLDEMOKRATÁK",1
16,119,42,"ZÖLDEK",9
16,119,42,"LMP",17
16,119,42,"KTI",2
16,119,42,"KISGAZDAPÁRT-MIÉP",0
16,119,42,"SMS",8
16,119,42,"TBP",0
16,119,42,"Független",12
16,119,42,"MSZP-EGYÜTT-DK-PM-MLP",129
16,119,42,"FIDESZ-KDNP",287
16,119,43,"JESZ",2
16,119,43,"A HAZA NEM ELADÓ",1
16,119,43,"Független",2
16,119,43,"EU. ROM",1
16,119,43,"JOBBIK",84
16,119,43,"ÖP",4
16,119,43,"SZOCIÁLDEMOKRATÁK",1
16,119,43,"ZÖLDEK",6
16,119,43,"LMP",28
16,119,43,"KTI",1
16,119,43,"KISGAZDAPÁRT-MIÉP",2
16,119,43,"SMS",8
16,119,43,"TBP",1
16,119,43,"Független",1
16,119,43,"MSZP-EGYÜTT-DK-PM-MLP",111
16,119,43,"FIDESZ-KDNP",206
16,119,44,"ÚDP",0
16,119,44,"ÚMP",0
16,119,44,"MSZP-EGYÜTT-DK-PM-MLP",213
16,119,44,"KALÓZPÁRT",0
16,119,44,"SEM",2
16,119,44,"ZÖLDEK",0
16,119,44,"LMP",19
16,119,44,"KISGAZDAPÁRT-MIÉP",1
16,119,44,"KTI",0
16,119,44,"SMS",5
16,119,44,"EGYÜTT 2014",2
16,119,44,"A HAZA NEM ELADÓ",3
16,119,44,"Független",1
16,119,44,"JOBBIK",145
16,119,44,"MCP",1
16,119,44,"SZOCIÁLDEMOKRATÁK",2
16,119,44,"NEMZETI ÉRDEKÉRT",0
16,119,44,"FIDESZ-KDNP",262
16,119,44,"EP",0
16,119,44,"FKGP",0
16,119,44,"ÖP",6
16,119,44,"JESZ",2
16,119,45,"ÚDP",0
16,119,45,"ÚMP",0
16,119,45,"MSZP-EGYÜTT-DK-PM-MLP",150
16,119,45,"KALÓZPÁRT",1
16,119,45,"SEM",1
16,119,45,"ZÖLDEK",0
16,119,45,"LMP",19
16,119,45,"KISGAZDAPÁRT-MIÉP",1
16,119,45,"KTI",0
16,119,45,"SMS",4
16,119,45,"EGYÜTT 2014",0
16,119,45,"A HAZA NEM ELADÓ",2
16,119,45,"Független",0
16,119,45,"JOBBIK",131
16,119,45,"MCP",1
16,119,45,"SZOCIÁLDEMOKRATÁK",0
16,119,45,"NEMZETI ÉRDEKÉRT",1
16,119,45,"FIDESZ-KDNP",191
16,119,45,"EP",1
16,119,45,"FKGP",0
16,119,45,"ÖP",3
16,119,45,"JESZ",3
16,119,46,"ÚDP",0
16,119,46,"ÚMP",0
16,119,46,"MSZP-EGYÜTT-DK-PM-MLP",183
16,119,46,"KALÓZPÁRT",1
16,119,46,"SEM",0
16,119,46,"ZÖLDEK",2
16,119,46,"LMP",14
16,119,46,"KISGAZDAPÁRT-MIÉP",0
16,119,46,"KTI",1
16,119,46,"SMS",4
16,119,46,"EGYÜTT 2014",0
16,119,46,"A HAZA NEM ELADÓ",9
16,119,46,"Független",0
16,119,46,"JOBBIK",117
16,119,46,"MCP",1
16,119,46,"SZOCIÁLDEMOKRATÁK",4
16,119,46,"NEMZETI ÉRDEKÉRT",0
16,119,46,"FIDESZ-KDNP",221
16,119,46,"EP",0
16,119,46,"FKGP",0
16,119,46,"ÖP",3
16,119,46,"JESZ",1
16,119,47,"ÚDP",0
16,119,47,"ÚMP",0
16,119,47,"MSZP-EGYÜTT-DK-PM-MLP",153
16,119,47,"KALÓZPÁRT",1
16,119,47,"SEM",1
16,119,47,"ZÖLDEK",1
16,119,47,"LMP",20
16,119,47,"KISGAZDAPÁRT-MIÉP",0
16,119,47,"KTI",1
16,119,47,"SMS",8
16,119,47,"EGYÜTT 2014",1
16,119,47,"A HAZA NEM ELADÓ",2
16,119,47,"Független",5
16,119,47,"JOBBIK",96
16,119,47,"MCP",0
16,119,47,"SZOCIÁLDEMOKRATÁK",2
16,119,47,"NEMZETI ÉRDEKÉRT",1
16,119,47,"FIDESZ-KDNP",174
16,119,47,"EP",0
16,119,47,"FKGP",0
16,119,47,"ÖP",0
16,119,47,"JESZ",1
16,119,48,"ÚDP",0
16,119,48,"ÚMP",0
16,119,48,"MSZP-EGYÜTT-DK-PM-MLP",262
16,119,48,"KALÓZPÁRT",0
16,119,48,"SEM",1
16,119,48,"ZÖLDEK",2
16,119,48,"LMP",34
16,119,48,"KISGAZDAPÁRT-MIÉP",2
16,119,48,"KTI",2
16,119,48,"SMS",10
16,119,48,"EGYÜTT 2014",3
16,119,48,"A HAZA NEM ELADÓ",3
16,119,48,"Független",1
16,119,48,"JOBBIK",154
16,119,48,"MCP",1
16,119,48,"SZOCIÁLDEMOKRATÁK",2
16,119,48,"NEMZETI ÉRDEKÉRT",2
16,119,48,"FIDESZ-KDNP",231
16,119,48,"EP",0
16,119,48,"FKGP",0
16,119,48,"ÖP",1
16,119,48,"JESZ",1
16,119,49,"ÚDP",0
16,119,49,"ÚMP",0
16,119,49,"MSZP-EGYÜTT-DK-PM-MLP",110
16,119,49,"KALÓZPÁRT",0
16,119,49,"SEM",1
16,119,49,"ZÖLDEK",4
16,119,49,"LMP",6
16,119,49,"KISGAZDAPÁRT-MIÉP",0
16,119,49,"KTI",0
16,119,49,"SMS",1
16,119,49,"EGYÜTT 2014",0
16,119,49,"A HAZA NEM ELADÓ",3
16,119,49,"Független",0
16,119,49,"JOBBIK",107
16,119,49,"MCP",0
16,119,49,"SZOCIÁLDEMOKRATÁK",1
16,119,49,"NEMZETI ÉRDEKÉRT",1
16,119,49,"FIDESZ-KDNP",140
16,119,49,"EP",2
16,119,49,"FKGP",0
16,119,49,"ÖP",0
16,119,49,"JESZ",0
16,119,50,"ÚDP",0
16,119,50,"ÚMP",0
16,119,50,"MSZP-EGYÜTT-DK-PM-MLP",168
16,119,50,"KALÓZPÁRT",1
16,119,50,"SEM",0
16,119,50,"ZÖLDEK",2
16,119,50,"LMP",20
16,119,50,"KISGAZDAPÁRT-MIÉP",2
16,119,50,"KTI",0
16,119,50,"SMS",8
16,119,50,"EGYÜTT 2014",3
16,119,50,"A HAZA NEM ELADÓ",0
16,119,50,"Független",2
16,119,50,"JOBBIK",164
16,119,50,"MCP",1
16,119,50,"SZOCIÁLDEMOKRATÁK",1
16,119,50,"NEMZETI ÉRDEKÉRT",2
16,119,50,"FIDESZ-KDNP",178
16,119,50,"EP",0
16,119,50,"FKGP",1
16,119,50,"ÖP",5
16,119,50,"JESZ",2
16,119,51,"ÚDP",0
16,119,51,"ÚMP",0
16,119,51,"MSZP-EGYÜTT-DK-PM-MLP",181
16,119,51,"KALÓZPÁRT",1
16,119,51,"SEM",2
16,119,51,"ZÖLDEK",1
16,119,51,"LMP",33
16,119,51,"KISGAZDAPÁRT-MIÉP",1
16,119,51,"KTI",0
16,119,51,"SMS",9
16,119,51,"EGYÜTT 2014",0
16,119,51,"A HAZA NEM ELADÓ",0
16,119,51,"Független",3
16,119,51,"JOBBIK",161
16,119,51,"MCP",2
16,119,51,"SZOCIÁLDEMOKRATÁK",1
16,119,51,"NEMZETI ÉRDEKÉRT",1
16,119,51,"FIDESZ-KDNP",200
16,119,51,"EP",1
16,119,51,"FKGP",0
16,119,51,"ÖP",2
16,119,51,"JESZ",3
16,119,52,"ÚDP",0
16,119,52,"ÚMP",0
16,119,52,"MSZP-EGYÜTT-DK-PM-MLP",229
16,119,52,"KALÓZPÁRT",1
16,119,52,"SEM",0
16,119,52,"ZÖLDEK",1
16,119,52,"LMP",19
16,119,52,"KISGAZDAPÁRT-MIÉP",0
16,119,52,"KTI",0
16,119,52,"SMS",3
16,119,52,"EGYÜTT 2014",1
16,119,52,"A HAZA NEM ELADÓ",3
16,119,52,"Független",1
16,119,52,"JOBBIK",112
16,119,52,"MCP",0
16,119,52,"SZOCIÁLDEMOKRATÁK",1
16,119,52,"NEMZETI ÉRDEKÉRT",0
16,119,52,"FIDESZ-KDNP",163
16,119,52,"EP",2
16,119,52,"FKGP",3
16,119,52,"ÖP",1
16,119,52,"JESZ",0
16,119,53,"ÚDP",0
16,119,53,"ÚMP",0
16,119,53,"MSZP-EGYÜTT-DK-PM-MLP",178
16,119,53,"KALÓZPÁRT",0
16,119,53,"SEM",0
16,119,53,"ZÖLDEK",1
16,119,53,"LMP",19
16,119,53,"KISGAZDAPÁRT-MIÉP",0
16,119,53,"KTI",0
16,119,53,"SMS",2
16,119,53,"EGYÜTT 2014",0
16,119,53,"A HAZA NEM ELADÓ",3
16,119,53,"Független",1
16,119,53,"JOBBIK",114
16,119,53,"MCP",0
16,119,53,"SZOCIÁLDEMOKRATÁK",0
16,119,53,"NEMZETI ÉRDEKÉRT",1
16,119,53,"FIDESZ-KDNP",126
16,119,53,"EP",0
16,119,53,"FKGP",0
16,119,53,"ÖP",1
16,119,53,"JESZ",1
16,119,54,"ÚDP",0
16,119,54,"ÚMP",0
16,119,54,"MSZP-EGYÜTT-DK-PM-MLP",272
16,119,54,"KALÓZPÁRT",2
16,119,54,"SEM",2
16,119,54,"ZÖLDEK",2
16,119,54,"LMP",28
16,119,54,"KISGAZDAPÁRT-MIÉP",3
16,119,54,"KTI",0
16,119,54,"SMS",4
16,119,54,"EGYÜTT 2014",2
16,119,54,"A HAZA NEM ELADÓ",6
16,119,54,"Független",2
16,119,54,"JOBBIK",163
16,119,54,"MCP",1
16,119,54,"SZOCIÁLDEMOKRATÁK",1
16,119,54,"NEMZETI ÉRDEKÉRT",0
16,119,54,"FIDESZ-KDNP",243
16,119,54,"EP",1
16,119,54,"FKGP",3
16,119,54,"ÖP",4
16,119,54,"JESZ",1
16,119,55,"ÚDP",0
16,119,55,"ÚMP",0
16,119,55,"MSZP-EGYÜTT-DK-PM-MLP",163
16,119,55,"KALÓZPÁRT",0
16,119,55,"SEM",1
16,119,55,"ZÖLDEK",5
16,119,55,"LMP",24
16,119,55,"KISGAZDAPÁRT-MIÉP",1
16,119,55,"KTI",1
16,119,55,"SMS",16
16,119,55,"EGYÜTT 2014",2
16,119,55,"A HAZA NEM ELADÓ",2
16,119,55,"Független",4
16,119,55,"JOBBIK",139
16,119,55,"MCP",0
16,119,55,"SZOCIÁLDEMOKRATÁK",1
16,119,55,"NEMZETI ÉRDEKÉRT",2
16,119,55,"FIDESZ-KDNP",210
16,119,55,"EP",0
16,119,55,"FKGP",0
16,119,55,"ÖP",2
16,119,55,"JESZ",1
16,119,56,"ÚDP",0
16,119,56,"ÚMP",0
16,119,56,"MSZP-EGYÜTT-DK-PM-MLP",143
16,119,56,"KALÓZPÁRT",0
16,119,56,"SEM",3
16,119,56,"ZÖLDEK",4
16,119,56,"LMP",23
16,119,56,"KISGAZDAPÁRT-MIÉP",0
16,119,56,"KTI",0
16,119,56,"SMS",6
16,119,56,"EGYÜTT 2014",2
16,119,56,"A HAZA NEM ELADÓ",5
16,119,56,"Független",3
16,119,56,"JOBBIK",88
16,119,56,"MCP",1
16,119,56,"SZOCIÁLDEMOKRATÁK",1
16,119,56,"NEMZETI ÉRDEKÉRT",0
16,119,56,"FIDESZ-KDNP",182
16,119,56,"EP",0
16,119,56,"FKGP",2
16,119,56,"ÖP",2
16,119,56,"JESZ",0
16,119,57,"ÚDP",0
16,119,57,"ÚMP",3
16,119,57,"MSZP-EGYÜTT-DK-PM-MLP",253
16,119,57,"KALÓZPÁRT",0
16,119,57,"SEM",3
16,119,57,"ZÖLDEK",2
16,119,57,"LMP",40
16,119,57,"KISGAZDAPÁRT-MIÉP",0
16,119,57,"KTI",0
16,119,57,"SMS",10
16,119,57,"EGYÜTT 2014",2
16,119,57,"A HAZA NEM ELADÓ",6
16,119,57,"Független",2
16,119,57,"JOBBIK",161
16,119,57,"MCP",0
16,119,57,"SZOCIÁLDEMOKRATÁK",2
16,119,57,"NEMZETI ÉRDEKÉRT",0
16,119,57,"FIDESZ-KDNP",272
16,119,57,"EP",0
16,119,57,"FKGP",0
16,119,57,"ÖP",2
16,119,57,"JESZ",3
16,119,58,"ÚDP",0
16,119,58,"ÚMP",0
16,119,58,"MSZP-EGYÜTT-DK-PM-MLP",178
16,119,58,"KALÓZPÁRT",1
16,119,58,"SEM",2
16,119,58,"ZÖLDEK",0
16,119,58,"LMP",26
16,119,58,"KISGAZDAPÁRT-MIÉP",0
16,119,58,"KTI",0
16,119,58,"SMS",2
16,119,58,"EGYÜTT 2014",2
16,119,58,"A HAZA NEM ELADÓ",0
16,119,58,"Független",2
16,119,58,"JOBBIK",96
16,119,58,"MCP",0
16,119,58,"SZOCIÁLDEMOKRATÁK",3
16,119,58,"NEMZETI ÉRDEKÉRT",0
16,119,58,"FIDESZ-KDNP",235
16,119,58,"EP",0
16,119,58,"FKGP",0
16,119,58,"ÖP",1
16,119,58,"JESZ",0
16,119,59,"ÚDP",0
16,119,59,"ÚMP",0
16,119,59,"MSZP-EGYÜTT-DK-PM-MLP",219
16,119,59,"KALÓZPÁRT",0
16,119,59,"SEM",3
16,119,59,"ZÖLDEK",3
16,119,59,"LMP",28
16,119,59,"KISGAZDAPÁRT-MIÉP",0
16,119,59,"KTI",1
16,119,59,"SMS",9
16,119,59,"EGYÜTT 2014",2
16,119,59,"A HAZA NEM ELADÓ",5
16,119,59,"Független",4
16,119,59,"JOBBIK",135
16,119,59,"MCP",0
16,119,59,"SZOCIÁLDEMOKRATÁK",0
16,119,59,"NEMZETI ÉRDEKÉRT",1
16,119,59,"FIDESZ-KDNP",241
16,119,59,"EP",0
16,119,59,"FKGP",2
16,119,59,"ÖP",3
16,119,59,"JESZ",1
16,119,60,"ÚDP",0
16,119,60,"ÚMP",0
16,119,60,"MSZP-EGYÜTT-DK-PM-MLP",155
16,119,60,"KALÓZPÁRT",0
16,119,60,"SEM",1
16,119,60,"ZÖLDEK",4
16,119,60,"LMP",17
16,119,60,"KISGAZDAPÁRT-MIÉP",0
16,119,60,"KTI",1
16,119,60,"SMS",5
16,119,60,"EGYÜTT 2014",2
16,119,60,"A HAZA NEM ELADÓ",2
16,119,60,"Független",1
16,119,60,"JOBBIK",111
16,119,60,"MCP",0
16,119,60,"SZOCIÁLDEMOKRATÁK",0
16,119,60,"NEMZETI ÉRDEKÉRT",0
16,119,60,"FIDESZ-KDNP",242
16,119,60,"EP",2
16,119,60,"FKGP",0
16,119,60,"ÖP",1
16,119,60,"JESZ",0
16,119,61,"ÚDP",0
16,119,61,"ÚMP",0
16,119,61,"MSZP-EGYÜTT-DK-PM-MLP",124
16,119,61,"KALÓZPÁRT",1
16,119,61,"SEM",1
16,119,61,"ZÖLDEK",1
16,119,61,"LMP",11
16,119,61,"KISGAZDAPÁRT-MIÉP",0
16,119,61,"KTI",0
16,119,61,"SMS",3
16,119,61,"EGYÜTT 2014",1
16,119,61,"A HAZA NEM ELADÓ",15
16,119,61,"Független",1
16,119,61,"JOBBIK",117
16,119,61,"MCP",5
16,119,61,"SZOCIÁLDEMOKRATÁK",0
16,119,61,"NEMZETI ÉRDEKÉRT",1
16,119,61,"FIDESZ-KDNP",126
16,119,61,"EP",0
16,119,61,"FKGP",0
16,119,61,"ÖP",1
16,119,61,"JESZ",0
16,119,62,"ÚDP",0
16,119,62,"ÚMP",0
16,119,62,"MSZP-EGYÜTT-DK-PM-MLP",233
16,119,62,"KALÓZPÁRT",1
16,119,62,"SEM",3
16,119,62,"ZÖLDEK",4
16,119,62,"LMP",35
16,119,62,"KISGAZDAPÁRT-MIÉP",0
16,119,62,"KTI",1
16,119,62,"SMS",7
16,119,62,"EGYÜTT 2014",1
16,119,62,"A HAZA NEM ELADÓ",7
16,119,62,"Független",1
16,119,62,"JOBBIK",195
16,119,62,"MCP",5
16,119,62,"SZOCIÁLDEMOKRATÁK",2
16,119,62,"NEMZETI ÉRDEKÉRT",0
16,119,62,"FIDESZ-KDNP",279
16,119,62,"EP",0
16,119,62,"FKGP",1
16,119,62,"ÖP",4
16,119,62,"JESZ",1
16,119,63,"ÚDP",0
16,119,63,"ÚMP",0
16,119,63,"MSZP-EGYÜTT-DK-PM-MLP",164
16,119,63,"KALÓZPÁRT",0
16,119,63,"SEM",1
16,119,63,"ZÖLDEK",3
16,119,63,"LMP",10
16,119,63,"KISGAZDAPÁRT-MIÉP",1
16,119,63,"KTI",1
16,119,63,"SMS",7
16,119,63,"EGYÜTT 2014",0
16,119,63,"A HAZA NEM ELADÓ",26
16,119,63,"Független",2
16,119,63,"JOBBIK",139
16,119,63,"MCP",1
16,119,63,"SZOCIÁLDEMOKRATÁK",1
16,119,63,"NEMZETI ÉRDEKÉRT",0
16,119,63,"FIDESZ-KDNP",185
16,119,63,"EP",0
16,119,63,"FKGP",0
16,119,63,"ÖP",2
16,119,63,"JESZ",1
16,119,64,"ÚDP",0
16,119,64,"ÚMP",0
16,119,64,"MSZP-EGYÜTT-DK-PM-MLP",147
16,119,64,"KALÓZPÁRT",0
16,119,64,"SEM",0
16,119,64,"ZÖLDEK",3
16,119,64,"LMP",24
16,119,64,"KISGAZDAPÁRT-MIÉP",1
16,119,64,"KTI",0
16,119,64,"SMS",3
16,119,64,"EGYÜTT 2014",1
16,119,64,"A HAZA NEM ELADÓ",37
16,119,64,"Független",1
16,119,64,"JOBBIK",144
16,119,64,"MCP",0
16,119,64,"SZOCIÁLDEMOKRATÁK",0
16,119,64,"NEMZETI ÉRDEKÉRT",1
16,119,64,"FIDESZ-KDNP",169
16,119,64,"EP",0
16,119,64,"FKGP",1
16,119,64,"ÖP",1
16,119,64,"JESZ",3
16,119,65,"ÚDP",0
16,119,65,"ÚMP",0
16,119,65,"MSZP-EGYÜTT-DK-PM-MLP",180
16,119,65,"KALÓZPÁRT",0
16,119,65,"SEM",0
16,119,65,"ZÖLDEK",5
16,119,65,"LMP",18
16,119,65,"KISGAZDAPÁRT-MIÉP",0
16,119,65,"KTI",0
16,119,65,"SMS",3
16,119,65,"EGYÜTT 2014",2
16,119,65,"A HAZA NEM ELADÓ",23
16,119,65,"Független",1
16,119,65,"JOBBIK",202
16,119,65,"MCP",3
16,119,65,"SZOCIÁLDEMOKRATÁK",4
16,119,65,"NEMZETI ÉRDEKÉRT",1
16,119,65,"FIDESZ-KDNP",191
16,119,65,"EP",0
16,119,65,"FKGP",0
16,119,65,"ÖP",2
16,119,65,"JESZ",1
16,119,66,"ÚDP",0
16,119,66,"ÚMP",0
16,119,66,"MSZP-EGYÜTT-DK-PM-MLP",229
16,119,66,"KALÓZPÁRT",3
16,119,66,"SEM",5
16,119,66,"ZÖLDEK",0
16,119,66,"LMP",35
16,119,66,"KISGAZDAPÁRT-MIÉP",0
16,119,66,"KTI",1
16,119,66,"SMS",14
16,119,66,"EGYÜTT 2014",2
16,119,66,"A HAZA NEM ELADÓ",14
16,119,66,"Független",3
16,119,66,"JOBBIK",216
16,119,66,"MCP",2
16,119,66,"SZOCIÁLDEMOKRATÁK",0
16,119,66,"NEMZETI ÉRDEKÉRT",1
16,119,66,"FIDESZ-KDNP",222
16,119,66,"EP",1
16,119,66,"FKGP",0
16,119,66,"ÖP",3
16,119,66,"JESZ",1
16,119,67,"ÚDP",3
16,119,67,"ÚMP",0
16,119,67,"MSZP-EGYÜTT-DK-PM-MLP",177
16,119,67,"KALÓZPÁRT",1
16,119,67,"SEM",1
16,119,67,"ZÖLDEK",0
16,119,67,"LMP",15
16,119,67,"KISGAZDAPÁRT-MIÉP",0
16,119,67,"KTI",1
16,119,67,"SMS",5
16,119,67,"EGYÜTT 2014",3
16,119,67,"A HAZA NEM ELADÓ",9
16,119,67,"Független",1
16,119,67,"JOBBIK",151
16,119,67,"MCP",2
16,119,67,"SZOCIÁLDEMOKRATÁK",1
16,119,67,"NEMZETI ÉRDEKÉRT",1
16,119,67,"FIDESZ-KDNP",193
16,119,67,"EP",1
16,119,67,"FKGP",2
16,119,67,"ÖP",0
16,119,67,"JESZ",1
16,119,68,"ÚDP",0
16,119,68,"ÚMP",0
16,119,68,"MSZP-EGYÜTT-DK-PM-MLP",188
16,119,68,"KALÓZPÁRT",0
16,119,68,"SEM",2
16,119,68,"ZÖLDEK",3
16,119,68,"LMP",24
16,119,68,"KISGAZDAPÁRT-MIÉP",0
16,119,68,"KTI",0
16,119,68,"SMS",9
16,119,68,"EGYÜTT 2014",0
16,119,68,"A HAZA NEM ELADÓ",11
16,119,68,"Független",3
16,119,68,"JOBBIK",171
16,119,68,"MCP",1
16,119,68,"SZOCIÁLDEMOKRATÁK",0
16,119,68,"NEMZETI ÉRDEKÉRT",0
16,119,68,"FIDESZ-KDNP",210
16,119,68,"EP",0
16,119,68,"FKGP",1
16,119,68,"ÖP",6
16,119,68,"JESZ",1
16,119,69,"ÚDP",0
16,119,69,"ÚMP",0
